+proj=utm +zone=47 +ellps=WGS84 +datum=WGS84 +units=m +no_defs	
626409.03	1852148.72	42.342	2257.00	2205.60	140_0145_0019.JPG	P5
626409.03	1852148.72	42.342	2253.85	2921.40	140_0145_0020.JPG	P5
626409.03	1852148.72	42.342	2266.30	3559.15	140_0145_0021.JPG	P5
626409.03	1852148.72	42.342	4655.05	577.35	140_0145_0032.JPG	P5
626409.03	1852148.72	42.342	4681.75	1222.55	140_0145_0033.JPG	P5
626409.03	1852148.72	42.342	4669.45	1914.85	140_0145_0034.JPG	P5
626409.03	1852148.72	42.342	4615.70	2591.35	140_0145_0035.JPG	P5
626409.03	1852148.72	42.342	4532.03	3225.54	140_0145_0036.JPG	P5
626394.11	1852157.44	42.342	1105.10	255.90	140_0145_0005.JPG	P6
626394.11	1852157.44	42.342	1034.10	899.30	140_0145_0006.JPG	P6
626394.11	1852157.44	42.342	986.90	1578.35	140_0145_0007.JPG	P6
626394.11	1852157.44	42.342	968.20	2264.75	140_0145_0008.JPG	P6
626394.11	1852157.44	42.342	981.55	2928.00	140_0145_0009.JPG	P6
626394.11	1852157.44	42.342	1022.30	3538.15	140_0145_0010.JPG	P6
626394.11	1852157.44	42.342	333.70	775.60	140_0145_0012.JPG	P6
626394.11	1852157.44	42.342	376.60	1131.30	140_0145_0013.JPG	P6
626394.11	1852157.44	42.342	329.80	1676.35	140_0145_0014.JPG	P6
626394.11	1852157.44	42.342	2922.45	134.55	140_0145_0016.JPG	P6
626394.11	1852157.44	42.342	2930.00	797.55	140_0145_0017.JPG	P6
626394.11	1852157.44	42.342	2911.60	1512.75	140_0145_0018.JPG	P6
626394.11	1852157.44	42.342	2895.90	2238.60	140_0145_0019.JPG	P6
626394.11	1852157.44	42.342	2879.50	2954.55	140_0145_0020.JPG	P6
626394.11	1852157.44	42.342	2867.25	3587.65	140_0145_0021.JPG	P6
626394.11	1852157.44	42.342	4134.30	494.85	140_0145_0032.JPG	P6
626394.11	1852157.44	42.342	4150.64	1158.21	140_0145_0033.JPG	P6
626394.11	1852157.44	42.342	4133.90	1872.55	140_0145_0034.JPG	P6
626394.11	1852157.44	42.342	4082.97	2574.82	140_0145_0035.JPG	P6
626394.11	1852157.44	42.342	4008.05	3232.80	140_0145_0036.JPG	P6
626394.11	1852157.44	42.342	63.21	2438.20	140_0145_0039.JPG	P6
626394.11	1852157.44	42.342	1.37	3078.06	140_0145_0041.JPG	P6
